Gene,five_prime_utr,three_prime_utr,mtif_support
YPL234C,55.0,141.0,5042
YPL235W,64.0,69.0,95
YPL236C,71.0,209.0,15
YPL237W,43.0,112.0,165
YPL238C,445.0,89.0,67
YPL239W,78.0,166.0,143
YPL240C,56.0,88.0,110
YPL241C,8.0,73.0,12
YPL242C,88.0,163.0,1
YPL243W,90.0,68.0,2067
YPL244C,22.0,81.0,84
YPL245W,58.0,57.0,18
YPL246C,40.0,99.0,443
YPL247C,92.0,100.0,1
YPL248C,22.0,183.0,8
YPL249C,40.0,77.0,6
YPL249C-A,38.0,147.0,4850
YPL250C,67.0,164.0,17
YPL250W-A,114.0,85.0,0
YPL251W,,,0
YPL252C,44.0,129.0,19
YPL253C,47.0,95.0,7
YPL254W,248.0,67.0,16
YPL255W,52.0,236.0,14
YPL256C,175.0,182.0,52
YPL257W,21.0,690.0,4
YPL258C,228.0,61.0,6
YPL259C,41.0,209.0,9
YPL260W,96.0,179.0,98
YPL261C,239.0,260.0,2
YPL262W,177.0,41.0,66
YPL263C,22.0,42.0,132
YPL264C,22.0,263.0,2
YPL265W,123.0,279.0,14
YPL266W,47.0,67.0,39
YPL267W,15.0,67.0,95
YPL268W,31.0,17.0,26
YPL269W,0.0,141.0,10
YPL270W,23.0,99.0,317
YPL271W,30.0,117.0,4857
YPL272C,856.0,75.0,2
YPL273W,73.0,103.0,386
YPL274W,52.0,44.0,2045
YPL277C,,,0
YPL278C,,,0
YPL279C,95.0,250.0,1
YPL280W,,,0
YPL281C,,,0
YPL282C,,,0
YPL283C,,,0
YPL283W-A,,,0
YPL283W-B,,,0
YPR001W,95.0,122.0,5
YPR002C-A,366.0,132.0,1
YPR002W,13.0,197.0,12
YPR003C,46.0,207.0,9
YPR004C,14.0,56.0,51
YPR005C,209.0,229.0,6
YPR006C,64.0,70.0,2
YPR007C,,,0
YPR008W,317.0,118.0,12
YPR009W,94.0,82.0,23
YPR010C,57.0,146.0,14
YPR010C-A,52.0,169.0,365
YPR011C,97.0,100.0,41
YPR012W,13.0,42.0,1
YPR013C,578.0,256.0,14
YPR014C,,,0
YPR015C,70.0,141.0,2
YPR016C,92.0,144.0,29
YPR016W-A,,,0
YPR017C,10.0,263.0,105
YPR018W,90.0,135.0,253
YPR019W,76.0,107.0,8
YPR020W,49.0,104.0,330
YPR021C,219.0,65.0,1
YPR022C,29.0,70.0,3
YPR023C,40.0,116.0,80
YPR024W,175.0,488.0,132
YPR025C,20.0,129.0,10
YPR026W,97.0,100.0,1
YPR027C,,,0
YPR028W,55.0,149.0,2391
YPR029C,44.0,201.0,22
YPR030W,14.0,77.0,13
YPR031W,29.0,75.0,4
YPR032W,50.0,103.0,3
YPR033C,1.0,68.0,265
YPR034W,65.0,249.0,135
YPR035W,117.0,151.0,293
YPR036W,56.0,90.0,2584
YPR036W-A,75.0,266.0,162
YPR037C,47.0,128.0,297
YPR038W,1473.0,1401.0,2
YPR039W,1649.0,1249.0,2
YPR040W,7.0,72.0,36
YPR041W,107.0,154.0,5578
YPR042C,,,0
YPR043W,31.0,73.0,5816
YPR044C,,,0
YPR045C,58.0,107.0,231
YPR046W,10.0,55.0,10
YPR047W,31.0,104.0,18
YPR048W,24.0,65.0,90
YPR049C,48.0,82.0,3
YPR050C,15.0,153.0,0
YPR051W,22.0,108.0,84
YPR052C,23.0,189.0,264
YPR053C,1179.0,280.0,2
YPR054W,696.0,49.0,6
YPR055W,47.0,63.0,5
YPR056W,23.0,137.0,11
YPR057W,5.0,56.0,35
YPR058W,13.0,83.0,445
YPR059C,465.0,856.0,2
YPR060C,59.0,146.0,53
YPR061C,33.0,126.0,7
YPR062W,29.0,102.0,12252
YPR063C,53.0,193.0,1214
YPR064W,1815.0,74.0,2
YPR065W,56.0,288.0,7
YPR066W,7.0,761.0,13
YPR067W,25.0,96.0,26
YPR068C,17.0,41.0,6
YPR069C,58.0,64.0,184
YPR070W,41.0,346.0,17
YPR071W,27.0,516.0,6
YPR072W,101.0,81.0,41
YPR073C,62.0,239.0,60
YPR074C,65.0,135.0,1406
YPR074W-A,,,0
YPR075C,55.0,116.0,2
YPR076W,783.0,354.0,1
YPR077C,,,0
YPR078C,,,0
YPR079W,89.0,83.0,11
YPR080W,31.0,121.0,127260
YPR081C,3.0,124.0,6
YPR082C,8.0,157.0,166
YPR083W,24.0,121.0,153
YPR084W,115.0,143.0,9
YPR085C,87.0,119.0,57
YPR086W,44.0,277.0,45
YPR087W,,,0
YPR088C,23.0,74.0,766
YPR089W,39.0,140.0,9
YPR091C,28.0,211.0,223
YPR092W,184.0,136.0,1
YPR093C,64.0,57.0,12
YPR094W,20.0,70.0,25
YPR095C,247.0,98.0,1
YPR096C,,,0
YPR097W,240.0,167.0,4
YPR098C,39.0,48.0,394
YPR099C,91.0,439.0,4
YPR100W,2.0,99.0,88
YPR101W,25.0,214.0,1509
YPR102C,24.0,91.0,4753
YPR103W,85.0,58.0,109
YPR104C,276.0,297.0,3
YPR105C,73.0,73.0,13
YPR106W,12.0,23.0,119
YPR107C,84.0,209.0,10
YPR108W,80.0,193.0,81
YPR108W-A,,,0
YPR109W,172.0,111.0,9
YPR110C,10.0,213.0,158
YPR111W,32.0,55.0,34
YPR112C,52.0,94.0,26
YPR113W,25.0,96.0,104
YPR114W,64.0,121.0,101
YPR115W,199.0,239.0,3
YPR116W,10.0,1544.0,4
YPR117W,,,0
YPR118W,29.0,71.0,75
YPR119W,210.0,410.0,12
YPR120C,118.0,40.0,6
YPR121W,161.0,63.0,10
YPR122W,,,0
YPR123C,634.0,433.0,23
YPR124W,177.0,225.0,82
YPR125W,96.0,183.0,168
YPR126C,54.0,498.0,1
YPR127W,189.0,80.0,52
YPR128C,29.0,99.0,10
YPR129W,22.0,79.0,102
YPR130C,,,0
YPR131C,15.0,203.0,119
YPR132W,24.0,93.0,6480
YPR133C,75.0,79.0,122
YPR133W-A,29.0,168.0,170
YPR134W,9.0,133.0,52
YPR135W,65.0,49.0,10
YPR136C,,,0
YPR137W,79.0,160.0,31
YPR138C,230.0,141.0,733
YPR139C,70.0,89.0,105
YPR140W,90.0,95.0,17
YPR141C,158.0,179.0,6
YPR142C,,,0
YPR143W,26.0,174.0,191
YPR144C,23.0,71.0,380
YPR145C-A,138.0,132.0,1
YPR145W,42.0,140.0,376
YPR146C,939.0,49.0,2
YPR147C,80.0,210.0,48
YPR148C,74.0,121.0,57
YPR149W,164.0,165.0,770
YPR150W,0.0,322.0,0
YPR151C,53.0,54.0,3
YPR152C,22.0,324.0,133
YPR153W,46.0,1172.0,13
YPR154W,29.0,205.0,33
YPR155C,66.0,91.0,47
YPR156C,294.0,217.0,125
YPR157W,51.0,116.0,76
YPR158W,67.0,158.0,18
YPR159C-A,,,0
YPR159W,188.0,301.0,16
YPR160C-A,1021.0,154.0,1
YPR160W,123.0,150.0,204
YPR160W-A,751.0,2150.0,204
YPR161C,77.0,87.0,39
YPR162C,19.0,39.0,37
YPR163C,86.0,155.0,1211
YPR164W,,,0
YPR165W,197.0,134.0,185
YPR166C,38.0,108.0,139
YPR167C,38.0,71.0,8
YPR168W,11.0,1695.0,70
YPR169W,34.0,76.0,308
YPR169W-A,35.0,338.0,964
YPR170C,261.0,230.0,4
YPR170W-A,174.0,232.0,964
YPR170W-B,35.0,200.0,964
YPR171W,36.0,93.0,108
YPR172W,32.0,143.0,18
YPR173C,32.0,53.0,484
YPR174C,33.0,1572.0,21
YPR175W,19.0,49.0,16
YPR176C,6.0,161.0,21
YPR177C,10.0,217.0,0
YPR178W,30.0,90.0,9
YPR179C,27.0,38.0,7
YPR180W,26.0,34.0,324
YPR181C,60.0,218.0,127
YPR182W,62.0,77.0,1095
YPR183W,37.0,83.0,481
YPR184W,,,0
YPR185W,310.0,74.0,49
YPR186C,3.0,134.0,28
YPR187W,16.0,81.0,3322
YPR188C,22.0,69.0,40
YPR189W,16.0,127.0,2
YPR190C,30.0,103.0,20
YPR191W,60.0,228.0,6987
YPR192W,15.0,141.0,3
YPR193C,624.0,1850.0,4
YPR194C,295.0,187.0,3
YPR195C,22.0,126.0,2
YPR196W,26.0,432.0,9
YPR197C,59.0,183.0,1
YPR198W,55.0,90.0,306
YPR199C,10.0,179.0,28
YPR200C,1516.0,78.0,5
YPR201W,152.0,841.0,2
YPR202W,,,0
YPR203W,,,0
YPR204C-A,,,0
YPR204W,,,0
