gene	chr	strand	orf_span	cds_len	depth_orf1000	depth_ourref	mean_read_len	mtif_support	drs_5	nag_5	final_5	pel_5	drs_3	nag_3	final_3	pel_3	shortfall_5	shortfall_3	shortfall_nt_5	shortfall_nt_3	verdict_5	verdict_3
YPL023C	XVI	-	1974	1974	155.0	192.0	813.2	620.0	120.0	131.0	131	131.0	134.0	185.0	185	135.0	1.0	1.0	11.0	51.0	both too short	DRS too short
YPL024W	XVI	+	726	726	99.0	63.0	553.7	22.0	263.0	369.0	369	53.0	122.0	152.0	152	69.0	1.0	1.0	106.0	30.0	both too long	both too long
YPL025C	XVI	-	558	558	6.0		305.3	3.0		239.0	239	240.0		212.0	212	213.0						
YPL026C	XVI	-	1509	1509	81.0	130.0	913.2	30.0	56.0	83.0	83	57.0	255.0	253.0	255	247.0	1.0	0.0	27.0		DRS too short	
YPL027W	XVI	+	738	738	286.0		439.2	2.0			0	71.0			0	121.0						
YPL028W	XVI	+	1197	1197	609.0	831.0	875.1	4547.0	103.0	150.0	150	64.0	97.0	99.0	99	96.0	1.0	1.0	47.0	2.0	both too long	both too long
YPL029W	XVI	+	2214	2214	69.0	62.0	628.0	28.0	34.0	45.0	45	46.0	58.0	70.0	70	59.0	1.0	1.0	11.0	12.0	both too short	DRS too short
YPL030W	XVI	+	1704	1704	51.0	69.0	782.6	11.0	69.0	55.0	69	56.0	112.0	96.0	112	97.0	0.0	0.0				
YPL031C	XVI	-	1020	918	96.0	112.0	738.8	106.0	13.0	35.0	35	36.0	83.0	366.0	366	82.0	1.0	1.0	22.0	283.0	both too short	both too long
YPL032C	XVI	-	2478	2478	183.0	219.0	932.2	39.0	146.0	201.0	201	198.0	99.0	357.0	357	359.0	1.0	1.0	55.0	258.0	DRS too short	both too short
YPL033C	XVI	-	846	846	77.0		445.0	2.0			0	0.0		153.0	153	154.0						
YPL034W	XVI	+	498	498	34.0	78.0	522.4	61.0	323.0	365.0	365	334.0	77.0	187.0	187	139.0	1.0	1.0	42.0	110.0	DRS too short	DRS too short
YPL035C	XVI	-	348	348	39.0	6.0	576.9	0.0	310.0		310	48.0	123.0		123	281.0						
YPL036W	XVI	+	2844	2844	23.0	24.0	746.0	1.0	372.0	345.0	372	346.0	240.0	590.0	590	591.0	0.0	1.0		350.0		both too short
YPL037C	XVI	-	474	474	1201.0	2341.0	521.6	16239.0	78.0	1003.0	1003	31.0	53.0	109.0	109	52.0	1.0	1.0	925.0	56.0	both too long	both too long
YPL038W	XVI	+	534	534	1220.0	55.0	530.1	225.0	66.0	190.0	190	28.0	113.0	111.0	113	112.0	1.0	0.0	124.0		both too long	
YPL038W-A	XVI	+	192	192	41.0	91.0	566.0	2.0	998.0		998	982.0	808.0		808	10.0						
YPL039W	XVI	+	951	951	38.0	22.0	673.0	15.0	46.0	56.0	56	10.0	131.0	136.0	136	135.0	1.0	1.0	10.0	5.0	both too long	DRS too short
YPL040C	XVI	-	3009	3009	38.0	29.0	855.0	3.0	17.0		17	26.0	74.0		74	68.0						
YPL041C	XVI	-	624	624	37.0	73.0	541.9	5.0	707.0	1431.0	1431	39.0	143.0	159.0	159	161.0	1.0	1.0	724.0	16.0	both too long	both too short
YPL042C	XVI	-	1668	1668	96.0	63.0	735.0	77.0	232.0	293.0	293	244.0	110.0	107.0	110	108.0	1.0	0.0	61.0		DRS too short	
YPL043W	XVI	+	2058	2058	199.0	163.0	567.4	54.0	48.0	59.0	59	57.0	114.0	104.0	114	79.0	1.0	0.0	11.0		DRS too short	
YPL044C	XVI	-	549	549	23.0		538.8	1.0		39.0	39	40.0		110.0	110	111.0						
YPL045W	XVI	+	2397	2397	126.0	135.0	896.6	5.0	97.0	79.0	97	103.0	231.0	246.0	246	239.0	0.0	1.0		15.0		DRS too short
YPL046C	XVI	-	300	300	59.0	110.0	477.6	10.0	72.0	7.0	72	8.0	186.0	857.0	857	229.0	0.0	1.0		671.0		DRS too short
YPL047W	XVI	+	300	300	291.0	48.0	479.4	23.0	68.0	133.0	133	117.0	316.0	510.0	510	358.0	1.0	1.0	65.0	194.0	DRS too short	DRS too short
YPL048W	XVI	+	1248	1248	550.0	780.0	859.1	672.0	97.0	119.0	119	36.0	128.0	279.0	279	120.0	1.0	1.0	22.0	151.0	both too long	both too long
YPL049C	XVI	-	1359	1359	96.0	131.0	797.2	16.0	93.0	309.0	309	54.0	174.0	174.0	174	188.0	1.0	0.0	216.0		both too long	
YPL050C	XVI	-	1188	1188	316.0	385.0	805.4	20.0	191.0	216.0	216	184.0	96.0	155.0	155	159.0	1.0	1.0	25.0	59.0	both too long	both too short
YPL051W	XVI	+	597	597	217.0	52.0	490.9	21.0		51.0	51	35.0		166.0	166	167.0						
YPL052W	XVI	+	880	879	262.0	329.0	841.4	14.0	75.0	56.0	75	57.0	66.0	218.0	218	189.0	0.0	1.0		152.0		DRS too short
YPL053C	XVI	-	1341	1341	341.0	417.0	880.4	110.0	87.0	86.0	87	72.0	109.0	127.0	127	104.0	0.0	1.0		18.0		both too long
YPL054W	XVI	+	906	906	124.0	40.0	454.1	7.0	109.0		109	85.0	124.0		124	358.0						
YPL055C	XVI	-	999	999	46.0	40.0	532.0	13.0	7.0	18.0	18	8.0	78.0	546.0	546	77.0	1.0	1.0	11.0	468.0	DRS too short	both too long
YPL056C	XVI	-	306	306	35.0	44.0	427.8	46.0	851.0	1043.0	1043	193.0	222.0	215.0	222	222.0	1.0	0.0	192.0		both too long	
YPL057C	XVI	-	1149	1149	232.0	220.0	858.4	84.0	200.0	257.0	257	170.0	439.0	448.0	448	446.0	1.0	1.0	57.0	9.0	both too long	DRS too short
YPL058C	XVI	-	4536	4536	147.0	110.0	609.6	0.0	256.0		256		228.0		228							
YPL059W	XVI	+	453	453	440.0	452.0	554.1	1040.0	49.0	56.0	56	54.0	140.0	269.0	269	136.0	1.0	1.0	7.0	129.0	DRS too short	both too long
YPL060W	XVI	+	1242	1242	283.0	107.0	566.3	4.0	200.0	238.0	238	239.0	55.0	52.0	55	53.0	1.0	0.0	38.0		both too short	
YPL061W	XVI	+	1503	1503	500.0	672.0	930.4	1527.0	43.0	120.0	120	44.0	127.0	145.0	145	122.0	1.0	1.0	77.0	18.0	DRS too short	both too long
YPL062W	XVI	+	405	405	54.0		368.2	2.0			0	145.0			0	213.0						
YPL063W	XVI	+	1431	1431	101.0	144.0	915.9	627.0	113.0	129.0	129	124.0	80.0	214.0	214	71.0	1.0	1.0	16.0	134.0	DRS too short	both too long
YPL064C	XVI	-	906	906	88.0	50.0	646.7	7.0	19.0	41.0	41	0.0	59.0	126.0	126	57.0	1.0	1.0	22.0	67.0		both too long
YPL065W	XVI	+	729	729	122.0	140.0	563.0	29.0	43.0	28.0	43	0.0	66.0	133.0	133	57.0	0.0	1.0		67.0		both too long
YPL066W	XVI	+	1440	1440	96.0	111.0	800.9	22.0	169.0	170.0	170	170.0	91.0	185.0	185	106.0	1.0	1.0	1.0	94.0	both too short	DRS too short
YPL067C	XVI	-	597	597	53.0	74.0	525.7	401.0	62.0	56.0	62	57.0	87.0	536.0	536	88.0	0.0	1.0		449.0		DRS too short
YPL068C	XVI	-	882	882	57.0	24.0	485.1	20.0	404.0	76.0	404	18.0	68.0	84.0	84	65.0	0.0	1.0		16.0		both too long
YPL069C	XVI	-	1008	1008	122.0	69.0	571.5	17.0	28.0	42.0	42	40.0	184.0	216.0	216	145.0	1.0	1.0	14.0	32.0	DRS too short	both too long
YPL070W	XVI	+	1839	1839	206.0	210.0	868.8	45.0	205.0	206.0	206	207.0	104.0	221.0	221	102.0	1.0	1.0	1.0	117.0	both too short	both too long
YPL071C	XVI	-	471	471	48.0	137.0	448.7	223.0	70.0	105.0	105	46.0	90.0	215.0	215	88.0	1.0	1.0	35.0	125.0	both too long	both too long
YPL072W	XVI	+	1500	1500	80.0	30.0	558.3	74.0	187.0	192.0	192	193.0	49.0	51.0	51	46.0	1.0	1.0	5.0	2.0	both too short	both too long
YPL073C	XVI	-	486	486	22.0		394.3	0.0			0				0							
YPL074W	XVI	+	2265	2265	133.0	86.0	590.6	13.0	15.0	52.0	52	29.0	139.0	137.0	139	131.0	1.0	0.0	37.0		DRS too short	
YPL075W	XVI	+	3109	2358	233.0	266.0	752.4	3.0	76.0		76	74.0	199.0		199	218.0						
YPL076W	XVI	+	843	843	68.0	82.0	578.4	87.0	135.0	158.0	158	146.0	192.0	782.0	782	171.0	1.0	1.0	23.0	590.0	DRS too short	both too long
YPL077C	XVI	-	723	723	31.0	33.0	536.1	8.0	38.0	27.0	38	28.0	354.0	435.0	435	352.0	0.0	1.0		81.0		both too long
YPL078C	XVI	-	735	735	4733.0	1094.0	604.7	363.0	55.0	102.0	102	39.0	259.0	259.0	259	258.0	1.0	0.0	47.0		both too long	
YPL079W	XVI	+	904	483	3977.0	7772.0	541.8	1956.0	0.0	25.0	25	26.0	111.0	311.0	311	110.0	1.0	1.0	25.0	200.0	both too short	both too long
YPL080C	XVI	-	327	327	546.0	264.0	578.0	1.0	0.0	170.0	170	171.0	714.0	135.0	714	136.0	1.0	0.0	170.0		both too short	
YPL081W	XVI	+	1095	594	318.0	368.0	558.3	3416.0	29.0	40.0	40	32.0	176.0	671.0	671	172.0	1.0	1.0	11.0	495.0	DRS too short	both too long
YPL082C	XVI	-	5604	5604	78.0	125.0	1133.6	0.0	127.0		127		121.0		121							
YPL083C	XVI	-	1404	1404	127.0	117.0	492.8	26.0	66.0	77.0	77	78.0	133.0	628.0	628	146.0	1.0	1.0	11.0	495.0	both too short	DRS too short
YPL084W	XVI	+	2535	2535	141.0	65.0	718.9	10.0	45.0	40.0	45	57.0	58.0	149.0	149	150.0	0.0	1.0		91.0		both too short
YPL085W	XVI	+	6588	6588	55.0	94.0	732.7	0.0	0.0		0		112.0		112							
YPL086C	XVI	-	1674	1674	280.0	248.0	721.8	76.0	32.0	73.0	73	46.0	121.0	118.0	121	119.0	1.0	0.0	41.0		DRS too short	
YPL087W	XVI	+	954	954	410.0	397.0	753.9	18.0	139.0	261.0	261	163.0	105.0	136.0	136	146.0	1.0	1.0	122.0	31.0	DRS too short	both too short
YPL088W	XVI	+	1029	1029	204.0	221.0	741.2	3.0	104.0	59.0	104	39.0	85.0	87.0	87	87.0	0.0	1.0		2.0		both too short
YPL089C	XVI	-	2031	2031	262.0	302.0	680.0	15.0	231.0	263.0	263	294.0	152.0	120.0	152	128.0	1.0	0.0	32.0		both too short	
YPL090C	XVI	-	1105	711	5055.0	7637.0	721.4	5474.0	0.0	55.0	55	29.0	95.0	297.0	297	139.0	1.0	1.0	55.0	202.0	DRS too short	DRS too short
YPL091W	XVI	+	1452	1452	3015.0	351.0	626.3	1019.0	18.0	33.0	33	0.0	112.0	274.0	274	110.0	1.0	1.0	15.0	162.0		both too long
YPL092W	XVI	+	1377	1377	154.0	129.0	538.6	273.0	121.0	131.0	131	132.0	81.0	342.0	342	99.0	1.0	1.0	10.0	261.0	both too short	DRS too short
YPL093W	XVI	+	1944	1944	257.0	303.0	647.9	278.0	52.0	95.0	95	32.0	239.0	236.0	239	237.0	1.0	0.0	43.0		both too long	
YPL094C	XVI	-	825	825	209.0	299.0	690.2	3923.0	12.0	70.0	70	18.0	64.0	390.0	390	63.0	1.0	1.0	58.0	326.0	DRS too short	both too long
YPL095C	XVI	-	1371	1371	179.0	78.0	524.3	64.0	225.0	32.0	225	33.0	50.0	108.0	108	53.0	0.0	1.0		58.0		DRS too short
YPL096C-A	XVI	-	207	207	28.0	45.0	452.9	12.0	78.0	810.0	810	46.0	120.0	52.0	120	116.0	1.0	0.0	732.0		both too long	
YPL096W	XVI	+	1092	1092	133.0	121.0	593.1	8.0	4.0	15.0	15	16.0	64.0	1648.0	1648	62.0	1.0	1.0	11.0	1584.0	both too short	both too long
YPL097W	XVI	+	1479	1479	96.0	45.0	598.2	15.0	14.0	82.0	82	20.0	101.0	109.0	109	113.0	1.0	1.0	68.0	8.0	DRS too short	both too short
YPL098C	XVI	-	342	342	73.0	153.0	511.9	411.0	56.0	285.0	285	29.0	128.0	126.0	128	170.0	1.0	0.0	229.0		both too long	
YPL099C	XVI	-	549	549	164.0	195.0	513.1	32.0	179.0	25.0	179	20.0	166.0	368.0	368	189.0	0.0	1.0		202.0		DRS too short
YPL100W	XVI	+	1491	1491	146.0	59.0	603.8	104.0	64.0	52.0	64	53.0	47.0	160.0	160	46.0	0.0	1.0		113.0		both too long
YPL101W	XVI	+	1371	1371	60.0	90.0	764.3	61.0	37.0	50.0	50	39.0	113.0	241.0	241	204.0	1.0	1.0	13.0	128.0	DRS too short	DRS too short
YPL102C	XVI	-	303	303				1.0			0	326.0			0	2141.0						
YPL103C	XVI	-	1407	1407	55.0	87.0	634.1	614.0	49.0	18.0	49	19.0	211.0	618.0	618	138.0	0.0	1.0		407.0		both too long
YPL104W	XVI	+	1977	1977	65.0	34.0	722.4	44.0	96.0		96	41.0	138.0		138	136.0						
YPL105C	XVI	-	2550	2550	212.0	319.0	627.4	13.0	16.0	42.0	42	23.0	119.0	128.0	128	160.0	1.0	1.0	26.0	9.0	DRS too short	both too short
YPL106C	XVI	-	2082	2082	1670.0	2536.0	828.1	48.0	61.0	72.0	72	41.0	120.0	238.0	238	159.0	1.0	1.0	11.0	118.0	both too long	DRS too short
YPL107W	XVI	+	747	747	1065.0	72.0	466.6	13.0	68.0	82.0	82	41.0	95.0	245.0	245	209.0	1.0	1.0	14.0	150.0	both too long	DRS too short
YPL108W	XVI	+	507	507	32.0	36.0	574.2	1.0	866.0	25.0	866	26.0	108.0	108.0	108	109.0	0.0	0.0				
YPL109C	XVI	-	2126	1974	52.0	56.0	704.7	16.0	67.0	81.0	81	77.0	4.0	17.0	17	79.0	1.0	1.0	14.0	13.0	DRS too short	both too short
YPL110C	XVI	-	3672	3672	138.0	116.0	607.6	1.0	188.0		188	133.0	107.0		107	119.0						
YPL111W	XVI	+	1002	1002	134.0	145.0	739.3	88.0	40.0	339.0	339	46.0	108.0	103.0	108	80.0	1.0	0.0	299.0		DRS too short	
YPL112C	XVI	-	1185	1185	104.0	165.0	541.7	36.0	77.0	92.0	92	87.0	67.0	65.0	67	66.0	1.0	0.0	15.0		DRS too short	
YPL113C	XVI	-	1191	1191	86.0	29.0	505.6	6.0	330.0	35.0	330	36.0	95.0	94.0	95	88.0	0.0	0.0				
YPL114W	XVI	+	420	420	14.0	8.0	623.3	14.0		15.0	15	10.0		1104.0	1104	1085.0						
YPL115C	XVI	-	3387	3387	67.0	75.0	841.8	2.0	281.0		281	290.0	229.0		229	129.0						
YPL116W	XVI	+	2094	2094	53.0	40.0	697.9	4.0	179.0	5.0	179	197.0	128.0	128.0	128	130.0	0.0	0.0				
YPL117C	XVI	-	867	867	491.0	604.0	774.4	203.0	163.0	204.0	204	117.0	63.0	183.0	183	55.0	1.0	1.0	41.0	120.0	both too long	both too long
YPL118W	XVI	+	1035	1035	353.0	242.0	652.7	104.0	74.0	81.0	81	86.0	100.0	140.0	140	86.0	1.0	1.0	7.0	40.0	both too short	both too long
YPL119C	XVI	-	1854	1854	13.0	6.0	466.7	11.0	177.0		177	66.0	553.0		553	401.0						
YPL119C-A	XVI	-	264	264	26.0	12.0	452.9	53.0		1293.0	1293	419.0		245.0	245	14.0						
YPL120W	XVI	+	1674	1674	41.0	60.0	804.4	42.0	4.0	15.0	15	16.0	107.0	342.0	342	100.0	1.0	1.0	11.0	235.0	both too short	both too long
YPL121C	XVI	-	669	669				0.0			0				0							
YPL122C	XVI	-	1542	1542	54.0	84.0	832.3	79.0	30.0	65.0	65	26.0	59.0	98.0	98	99.0	1.0	1.0	35.0	39.0	both too long	both too short
YPL123C	XVI	-	1305	1305	147.0	163.0	819.0	17.0	42.0	82.0	82	60.0	143.0	156.0	156	141.0	1.0	1.0	40.0	13.0	DRS too short	both too long
YPL124W	XVI	+	762	762	130.0	30.0	499.3	17.0	70.0	76.0	76	57.0	58.0	97.0	97	63.0	1.0	1.0	6.0	39.0	both too long	DRS too short
YPL125W	XVI	+	3099	3099	259.0	221.0	763.3	4.0	157.0		157	157.0	73.0		73	64.0						
YPL126W	XVI	+	2691	2691	227.0	319.0	912.3	1.0	25.0		25	19.0	111.0		111	91.0						
YPL127C	XVI	-	777	777	130.0	150.0	758.5	29.0	27.0	26.0	27	35.0	142.0	454.0	454	333.0	0.0	1.0		312.0		DRS too short
YPL128C	XVI	-	1689	1689	105.0	43.0	487.3	15.0	57.0	86.0	86	87.0	280.0	277.0	280	275.0	1.0	0.0	29.0		both too short	
YPL129W	XVI	+	840	735	142.0	183.0	635.4	425.0	23.0	60.0	60	57.0	68.0	224.0	224	106.0	1.0	1.0	37.0	156.0	DRS too short	DRS too short
YPL130W	XVI	+	672	672	1048.0		449.5	3.0			0	716.0			0	1185.0						
YPL131W	XVI	+	894	894	3759.0	4796.0	840.6	53800.0	59.0	18.0	59	19.0	100.0	297.0	297	95.0	0.0	1.0		197.0		both too long
YPL132W	XVI	+	903	903	65.0	69.0	659.5	7.0	169.0	229.0	229	126.0	73.0	47.0	73	74.0	1.0	0.0	60.0		both too long	
YPL133C	XVI	-	1341	1341	18.0	19.0	672.3	73.0	119.0	169.0	169	121.0	67.0	145.0	145	146.0	1.0	1.0	50.0	78.0	DRS too short	both too short
YPL134C	XVI	-	933	933	110.0	62.0	610.1	124.0	552.0	759.0	759	20.0	103.0	101.0	103	102.0	1.0	0.0	207.0		both too long	
YPL135C-A	XVI	-	174	174	142.0	151.0	725.2	2.0	591.0		591	257.0	176.0		176	994.0						
YPL135W	XVI	+	498	498	165.0	207.0	682.7	301.0	79.0	554.0	554	91.0	357.0	391.0	391	365.0	1.0	1.0	475.0	34.0	DRS too short	DRS too short
YPL136W	XVI	+	369	369	8.0	7.0	509.8	1.0		12.0	12	13.0		121.0	121	122.0						
YPL137C	XVI	-	3831	3831	75.0	111.0	867.3	3.0	81.0		81	73.0	173.0		173	205.0						
YPL138C	XVI	-	1062	1062	71.0	49.0	582.1	27.0	41.0	203.0	203	55.0	123.0	212.0	212	122.0	1.0	1.0	162.0	89.0	DRS too short	both too long
YPL139C	XVI	-	1383	1383	90.0	93.0	707.1	21.0	49.0	34.0	49	56.0	96.0	146.0	146	91.0	0.0	1.0		50.0		both too long
YPL140C	XVI	-	1521	1521	109.0	78.0	555.1	25.0	216.0	228.0	228	219.0	188.0	228.0	228	183.0	1.0	1.0	12.0	40.0	DRS too short	both too long
YPL141C	XVI	-	2598	2598	2914.0	53.0	439.4	1.0	194.0		194	228.0	235.0		235	232.0						
YPL142C	XVI	-	318	318	2927.0	13.0	433.9	0.0			0				0							
YPL143W	XVI	+	849	324	3059.0	8842.0	436.6	5602.0	0.0	30.0	30	29.0	91.0	341.0	341	136.0	1.0	1.0	30.0	250.0	DRS too short	DRS too short
YPL144W	XVI	+	447	447	218.0	130.0	460.5	87.0	29.0	206.0	206	13.0	63.0	73.0	73	136.0	1.0	1.0	177.0	10.0	both too long	both too short
YPL145C	XVI	-	1305	1305	371.0	514.0	913.1	72.0	268.0	255.0	268	265.0	472.0	743.0	743	547.0	0.0	1.0		271.0		DRS too short
YPL146C	XVI	-	1368	1368	394.0	403.0	638.5	98.0	41.0	64.0	64	36.0	143.0	142.0	143	143.0	1.0	0.0	23.0		both too long	
YPL147W	XVI	+	2613	2613	205.0	51.0	531.0	2.0	19.0		19	85.0	85.0		85	113.0						
YPL148C	XVI	-	522	522	200.0	106.0	630.2	103.0		136.0	136	137.0		489.0	489	175.0						
YPL149W	XVI	+	885	885	280.0	326.0	570.5	35.0	66.0	76.0	76	77.0	48.0	111.0	111	33.0	1.0	1.0	10.0	63.0	both too short	both too long
YPL150W	XVI	+	2706	2706	145.0	150.0	603.3	1.0	60.0		60	38.0	115.0		115	108.0						
YPL151C	XVI	-	1356	1356	143.0	207.0	756.7	23.0	26.0	478.0	478	26.0	85.0	67.0	85	81.0	1.0	0.0	452.0		both too long	
YPL152W	XVI	+	1077	1077	102.0	73.0	633.9	27.0	66.0	62.0	66	62.0	96.0	154.0	154	94.0	0.0	1.0		58.0		both too long
YPL152W-A	XVI	+	99	99	19.0	10.0	452.0	4.0		30.0	30	21.0		855.0	855	1559.0						
YPL153C	XVI	-	2466	2466	44.0	49.0	804.2	4.0	170.0	187.0	187	140.0	181.0	179.0	181	180.0	1.0	0.0	17.0		both too long	
YPL154C	XVI	-	1218	1218	420.0	547.0	1007.5	53.0	258.0	275.0	275	263.0	100.0	223.0	223	134.0	1.0	1.0	17.0	123.0	DRS too short	DRS too short
YPL155C	XVI	-	2121	2121	189.0	71.0	481.1	18.0	66.0	40.0	66	41.0	421.0	418.0	421	419.0	0.0	0.0				
YPL156C	XVI	-	855	855	112.0	99.0	547.5	16.0	51.0	59.0	59	60.0	158.0	351.0	351	132.0	1.0	1.0	8.0	193.0	both too short	both too long
YPL157W	XVI	+	948	948	77.0	66.0	602.3	26.0	126.0	254.0	254	120.0	110.0	400.0	400	401.0	1.0	1.0	128.0	290.0	both too long	both too short
YPL158C	XVI	-	2277	2277	27.0	39.0	558.2	208.0	57.0	116.0	116	70.0	63.0	58.0	63	55.0	1.0	0.0	59.0		DRS too short	
YPL159C	XVI	-	762	762	458.0	66.0	396.0	3.0	107.0	247.0	247	118.0	237.0	303.0	303	308.0	1.0	1.0	140.0	66.0	DRS too short	both too short
YPL160W	XVI	+	3273	3273	1366.0	1744.0	992.0	157.0	54.0	85.0	85	63.0	172.0	259.0	259	171.0	1.0	1.0	31.0	87.0	DRS too short	both too long
YPL161C	XVI	-	1902	1902	52.0	63.0	602.5	0.0	49.0		49		48.0		48							
YPL162C	XVI	-	822	822	68.0	57.0	731.8	9.0	322.0	57.0	322	68.0	530.0	721.0	721	547.0	0.0	1.0		191.0		DRS too short
YPL163C	XVI	-	783	783	403.0	662.0	617.0	134.0	785.0	1145.0	1145	23.0	169.0	256.0	256	203.0	1.0	1.0	360.0	87.0	both too long	DRS too short
YPL164C	XVI	-	2148	2148	298.0	24.0	470.6	2.0	39.0	28.0	39	51.0	265.0	111.0	265	260.0	0.0	0.0				
YPL165C	XVI	-	1122	1122	51.0	42.0	786.8	4.0	119.0	43.0	119	28.0	644.0	320.0	644	316.0	0.0	0.0				
YPL166W	XVI	+	642	642	15.0	32.0	677.4	3.0	23.0	40.0	40	41.0	80.0	1201.0	1201	1127.0	1.0	1.0	17.0	1121.0	both too short	DRS too short
YPL167C	XVI	-	4515	4515	82.0	65.0	652.6	0.0	37.0		37		97.0		97							
YPL168W	XVI	+	1293	1293	96.0	115.0	737.0	89.0	138.0	144.0	144	145.0	67.0	87.0	87	64.0	1.0	1.0	6.0	20.0	both too short	both too long
YPL169C	XVI	-	1800	1800	618.0	153.0	587.3	133.0	22.0	49.0	49	36.0	183.0	205.0	205	201.0	1.0	1.0	27.0	22.0	DRS too short	DRS too short
YPL170W	XVI	+	459	459	567.0	1028.0	521.0	17.0	114.0	155.0	155	23.0	161.0	164.0	164	156.0	1.0	1.0	41.0	3.0	both too long	both too long
YPL171C	XVI	-	1203	1203	40.0	72.0	514.4	9.0	20.0	30.0	30	31.0	47.0	164.0	164	137.0	1.0	1.0	10.0	117.0	both too short	DRS too short
YPL172C	XVI	-	1389	1389	124.0	96.0	564.9	23.0	124.0	137.0	137	128.0	135.0	138.0	138	139.0	1.0	1.0	13.0	3.0	DRS too short	both too short
YPL173W	XVI	+	894	894	88.0	82.0	621.4	55.0	55.0	65.0	65	66.0	148.0	164.0	164	163.0	1.0	1.0	10.0	16.0	both too short	DRS too short
YPL174C	XVI	-	2607	2607	89.0	50.0	676.9	3.0	122.0		122	135.0	76.0		76	73.0						
YPL175W	XVI	+	1459	1359	81.0	117.0	674.9	53.0	82.0	20.0	82	63.0	119.0	471.0	471	112.0	0.0	1.0		352.0		both too long
YPL176C	XVI	-	2352	2352	242.0	241.0	805.9	39.0	20.0	33.0	33	27.0	144.0	297.0	297	128.0	1.0	1.0	13.0	153.0	DRS too short	both too long
YPL177C	XVI	-	921	921	288.0	128.0	709.3	9.0	166.0	184.0	184	125.0	55.0	126.0	126	55.0	1.0	1.0	18.0	71.0	both too long	both too long
YPL178W	XVI	+	627	627	268.0	392.0	580.3	15.0	66.0	47.0	66	48.0	39.0	171.0	171	117.0	0.0	1.0		132.0		DRS too short
YPL179W	XVI	+	1650	1650	183.0	158.0	739.3	65.0	158.0	218.0	218	169.0	204.0	257.0	257	256.0	1.0	1.0	60.0	53.0	DRS too short	DRS too short
YPL180W	XVI	+	2400	2400	87.0	66.0	631.7	104.0	35.0	49.0	49	46.0	207.0	201.0	207	202.0	1.0	0.0	14.0		DRS too short	
YPL181W	XVI	+	1521	1521	80.0	117.0	676.8	30.0	191.0	246.0	246	94.0	110.0	107.0	110	108.0	1.0	0.0	55.0		both too long	
YPL182C	XVI	-	384	384				1.0			0	14.0			0	65.0						
YPL183C	XVI	-	3042	3042	158.0	116.0	670.3	13.0	11.0	61.0	61	38.0	82.0	87.0	87	88.0	1.0	1.0	50.0	5.0	DRS too short	both too short
YPL183W-A	XVI	+	282	282	120.0	162.0	465.3	411.0	77.0	462.0	462	76.0	132.0	151.0	151	129.0	1.0	1.0	385.0	19.0	both too long	both too long
YPL184C	XVI	-	1839	1839	129.0	214.0	951.0	68.0	662.0	671.0	671	672.0	98.0	422.0	422	99.0	1.0	1.0	9.0	324.0	both too short	DRS too short
YPL185W	XVI	+	396	396	69.0	39.0	452.3	2.0	912.0	38.0	912	67.0	146.0	337.0	337	16.0	0.0	1.0		191.0		both too long
YPL186C	XVI	-	915	915	1419.0	11.0	613.4	24.0	39.0		39	53.0	159.0		159	149.0						
YPL187W	XVI	+	498	498	1330.0	2667.0	623.5	5.0		49.0	49	65.0		226.0	226	219.0						
YPL188W	XVI	+	1245	1245	182.0	178.0	596.0	3.0	14.0	24.0	24	16.0	255.0	292.0	292	124.0	1.0	1.0	10.0	37.0	DRS too short	both too long
YPL189C-A	XVI	-	207	207	164.0	338.0	493.0	392.0	97.0	125.0	125	91.0	237.0	250.0	250	236.0	1.0	1.0	28.0	13.0	both too long	both too long
YPL189W	XVI	+	1830	1830	46.0	59.0	434.3	5.0		122.0	122	108.0		661.0	661	122.0						
YPL190C	XVI	-	2409	2409	269.0	121.0	668.9	20.0	104.0	85.0	104	94.0	393.0	474.0	474	408.0	0.0	1.0		81.0		DRS too short
YPL191C	XVI	-	1083	1083	87.0	77.0	733.8	7.0	59.0	47.0	59	49.0	306.0	534.0	534	582.0	0.0	1.0		228.0		both too short
YPL192C	XVI	-	402	402	59.0		536.1	6.0			0	200.0			0	84.0						
YPL193W	XVI	+	1146	1146	67.0	115.0	718.5	7.0	60.0	38.0	60	20.0	76.0	622.0	622	35.0	0.0	1.0		546.0		both too long
YPL194W	XVI	+	1839	1839	64.0	15.0	499.0	11.0	51.0	49.0	51	25.0	228.0	232.0	232	70.0	0.0	1.0		4.0		both too long
YPL195W	XVI	+	2799	2799	162.0	160.0	645.4	12.0	24.0	26.0	26	13.0	88.0	105.0	105	106.0	1.0	1.0	2.0	17.0	both too long	both too short
YPL196W	XVI	+	822	822	412.0	157.0	560.1	15.0	65.0	76.0	76	40.0	58.0	183.0	183	55.0	1.0	1.0	11.0	125.0	both too long	both too long
YPL197C	XVI	-	414	414	389.0		536.1	0.0			0				0							
YPL198W	XVI	+	1551	735	337.0	984.0	545.6	5653.0	23.0	36.0	36	27.0	95.0	240.0	240	93.0	1.0	1.0	13.0	145.0	DRS too short	both too long
YPL199C	XVI	-	723	723	93.0	133.0	584.4	151.0	25.0	11.0	25	15.0	66.0	839.0	839	65.0	0.0	1.0		773.0		both too long
YPL200W	XVI	+	471	471	53.0		703.8	2.0			0	97.0			0	127.0						
